"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","SM: Solid Modelling and Applications","","","","1991 (May 1991)","2004 (June 2004)","http://portal.acm.org/proceedings/sm/","http://portal.acm.org/proceedings/sm/archive/"
"Conference Proceedings","SMARTGRAPH: Smart Graphics","","","","2002 (June 2002)","2002 (June 2002)","http://portal.acm.org/proceedings/smartgraph/","http://portal.acm.org/proceedings/smartgraph/archive/"
"Conference Proceedings","SMCtools: Tools for Solving Structured Markov Chains","","","","2006 (October 2006)","2006 (October 2006)","http://portal.acm.org/proceedings/smctools/","http://portal.acm.org/proceedings/smctools/archive/"
"Conference Proceedings","SMT: Satisfiability Modulo Theories","","","","2008 (July 2008)","2009 (August 2009)","http://portal.acm.org/proceedings/smt/","http://portal.acm.org/proceedings/smt/archive/"
"Conference Proceedings","SMUC: Search and Mining User-generated Contents","","","","2010 (October 2010)","2011 (October 2011)","http://portal.acm.org/proceedings/smuc/","http://portal.acm.org/proceedings/smuc/archive/"
"Conference Proceedings","SMVC: Surreal Media and Virtual Cloning","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/smvc/","http://portal.acm.org/proceedings/smvc/archive/"
"Conference Proceedings","SNA-KDD: Social Network Mining and Analysis","","","","2009 (June 2009)","2013 (August 2013)","http://portal.acm.org/proceedings/sna-kdd/","http://portal.acm.org/proceedings/sna-kdd/archive/"
"Conference Proceedings","SNAPI: Storage Network Architecture and Parallel I/Os","","","","2003 (September 2003)","2004 (September 2004)","http://portal.acm.org/proceedings/snapi/","http://portal.acm.org/proceedings/snapi/archive/"
"Conference Proceedings","SNC: Symbolic-Numeric Computation","","","","2007 (July 2007)","2011 (June 2012)","http://portal.acm.org/proceedings/snc/","http://portal.acm.org/proceedings/snc/archive/"
"Conference Proceedings","SNS: Social Network Systems","","","","2010 (April 2010)","2012 (April 2012)","http://portal.acm.org/proceedings/sns/","http://portal.acm.org/proceedings/sns/archive/"
"Conference Proceedings","SOAR: Self-organizing Architectures","","","","2010 (June 2010)","2010 (June 2010)","http://portal.acm.org/proceedings/soar/","http://portal.acm.org/proceedings/soar/archive/"
"Conference Proceedings","SOCP: Service-oriented Computing Performance","","","","2007 (June 2007)","2007 (June 2007)","http://portal.acm.org/proceedings/socp/","http://portal.acm.org/proceedings/socp/archive/"
"Conference Proceedings","SODA: Symposium on Discrete Algorithms","","","","1990 (January 1990)","2012 (January 2012)","http://portal.acm.org/proceedings/soda/","http://portal.acm.org/proceedings/soda/archive/"
"Conference Proceedings","SOMITAS: Software Organisation and Monitoring of Ambient Systems","","","","2008 (February 2008)","2008 (February 2008)","http://portal.acm.org/proceedings/somitas/","http://portal.acm.org/proceedings/somitas/archive/"
"Conference Proceedings","SOQUA: Software Quality Assurance","","","","2006 (November 2006)","2007 (September 2007)","http://portal.acm.org/proceedings/soqua/","http://portal.acm.org/proceedings/soqua/archive/"
"Conference Proceedings","SOSE: Service-Oriented Software Engineering","","","","2006 (May 2006)","2006 (May 2006)","http://portal.acm.org/proceedings/sose/","http://portal.acm.org/proceedings/sose/archive/"
"Conference Proceedings","SOSOC: Security in Opportunistic and Social networks","","","","2008 (September 2008)","2008 (September 2008)","http://portal.acm.org/proceedings/sosoc/","http://portal.acm.org/proceedings/sosoc/archive/"
"Conference Proceedings","SOSP: Symposium on Operating Systems Principles","","","","1967 (January 1967)","2013 (November 2013)","http://portal.acm.org/proceedings/sosp/","http://portal.acm.org/proceedings/sosp/archive/"
"Conference Proceedings","SOUPS: Symposium on Usable Privacy and Security","","","","2005 (July 2005)","2013 (July 2013)","http://portal.acm.org/proceedings/soups/","http://portal.acm.org/proceedings/soups/archive/"
"Conference Proceedings","SP: Security and Privacy","","","","1996 (May 1996)","1996 (May 1996)","http://portal.acm.org/proceedings/sp/","http://portal.acm.org/proceedings/sp/archive/"
"Conference Proceedings","SPAA: Symposium on Parallelism in Algorithms and Architectures","","","","1989 (March 1989)","2013 (July 2013)","http://portal.acm.org/proceedings/spaa/","http://portal.acm.org/proceedings/spaa/archive/"
"Conference Proceedings","SPDT: Parallel and Distributed Tools","","","","1996 (January 1996)","1998 (August 1998)","http://portal.acm.org/proceedings/spdt/","http://portal.acm.org/proceedings/spdt/archive/"
"Conference Proceedings","SPIMACS: Security and Privacy in Medical and Home-Care Systems","","","","2009 (November 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/spimacs/","http://portal.acm.org/proceedings/spimacs/archive/"
"Conference Proceedings","SPIN: SPIN workshop on Model Checking of Software","","","","2001 (May 2001)","2001 (May 2001)","http://portal.acm.org/proceedings/spin/","http://portal.acm.org/proceedings/spin/archive/"
"Conference Proceedings","SPLASH: Object-Oriented Programming Systems, Languages, and Applications","","","","1986 (June 1986)","2013 (October 2013)","http://portal.acm.org/proceedings/splash/","http://portal.acm.org/proceedings/splash/archive/"
"Conference Proceedings","SPLAT: Software Engineering Properties of Languages and Aspect Technologies","","","","2007 (March 2007)","2008 (March 2008)","http://portal.acm.org/proceedings/splat/","http://portal.acm.org/proceedings/splat/archive/"
"Conference Proceedings","SPM: Geometric and Physical Modeling","","","","2005 (June 2005)","2010 (September 2010)","http://portal.acm.org/proceedings/spm/","http://portal.acm.org/proceedings/spm/archive/"
"Conference Proceedings","SPRINGL: Security and Privacy in GIS and LBS","","","","2008 (November 2008)","2011 (November 2011)","http://portal.acm.org/proceedings/springl/","http://portal.acm.org/proceedings/springl/archive/"
"Conference Proceedings","SRMC: Story Representation, Mechanism and Context","","","","2004 (October 2004)","2008 (October 2008)","http://portal.acm.org/proceedings/srmc/","http://portal.acm.org/proceedings/srmc/archive/"
"Conference Proceedings","SSCS: Searching Spontaneous COnversational Speech","","","","2009 (October 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/sscs/","http://portal.acm.org/proceedings/sscs/archive/"
"Conference Proceedings","SSEE: Summit on Software Engineering Eductation","","","","2006 (May 2006)","2006 (May 2006)","http://portal.acm.org/proceedings/ssee/","http://portal.acm.org/proceedings/ssee/archive/"
"Conference Proceedings","SSM: Search in Social Media","","","","2008 (October 2008)","2008 (October 2008)","http://portal.acm.org/proceedings/ssm/","http://portal.acm.org/proceedings/ssm/archive/"
"Conference Proceedings","SSPS: Scalable Stream Processing System","","","","2008 (March 2008)","2008 (March 2008)","http://portal.acm.org/proceedings/ssps/","http://portal.acm.org/proceedings/ssps/archive/"
"Conference Proceedings","SSPW: Social Signal Processing","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/sspw/","http://portal.acm.org/proceedings/sspw/archive/"
"Conference Proceedings","SSR: Symposium on Software Reusability","","","","1995 (August 1995)","2001 (May 2001)","http://portal.acm.org/proceedings/ssr/","http://portal.acm.org/proceedings/ssr/archive/"
"Conference Proceedings","SSRS: Survivable and Self-Regenerative Systems","","","","2003 (October 2003)","2003 (October 2003)","http://portal.acm.org/proceedings/ssrs/","http://portal.acm.org/proceedings/ssrs/archive/"
"Conference Proceedings","STC: Scalable Trusted Computing","","","","2006 (November 2006)","2012 (October 2012)","http://portal.acm.org/proceedings/stc/","http://portal.acm.org/proceedings/stc/archive/"
"Conference Proceedings","STOC: Symposium on Theory of Computing","","","","1969 (May 1969)","2013 (June 2013)","http://portal.acm.org/proceedings/stoc/","http://portal.acm.org/proceedings/stoc/archive/"
"Conference Proceedings","STOP: Script to Program Evolution","","","","2009 (July 2009)","2009 (July 2009)","http://portal.acm.org/proceedings/stop/","http://portal.acm.org/proceedings/stop/archive/"
"Conference Proceedings","STOV: Software Test Output Validation","","","","2010 (July 2010)","2010 (July 2010)","http://portal.acm.org/proceedings/stov/","http://portal.acm.org/proceedings/stov/archive/"
"Conference Proceedings","SUITE: Search-driven Development: Users, Infrastructure, Tools and Evaluation","","","","2009 (May 2009)","2011 (May 2011)","http://portal.acm.org/proceedings/suite/","http://portal.acm.org/proceedings/suite/archive/"
"Conference Proceedings","SVR: SIGGRAPH Video Review","","","","2001 (August 2001)","2003 (July 2003)","http://portal.acm.org/proceedings/svr/","http://portal.acm.org/proceedings/svr/archive/"
"Conference Proceedings","SWS: Secure Web Services","","","","2004 (October 2004)","2009 (November 2009)","http://portal.acm.org/proceedings/sws/","http://portal.acm.org/proceedings/sws/archive/"
"Conference Proceedings","SWSM: Social Web Search and Mining","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/swsm/","http://portal.acm.org/proceedings/swsm/archive/"
"Conference Proceedings","SYANCO: Synthesis and Analysis of Component Connectors","","","","2007 (September 2007)","2007 (September 2007)","http://portal.acm.org/proceedings/syanco/","http://portal.acm.org/proceedings/syanco/archive/"
"Conference Proceedings","SYMSAC: Symposium on Symbolic and Algebraic Computation","","","","1966 (January 1966)","1986 (October 1986)","http://portal.acm.org/proceedings/symsac/","http://portal.acm.org/proceedings/symsac/archive/"
"Conference Proceedings","SYSTOR: Experimental Systems Conference","","","","2009 (May 2009)","2013 (June 2013)","http://portal.acm.org/proceedings/systor/","http://portal.acm.org/proceedings/systor/archive/"
"Conference Proceedings","SafeConfig: Assurable and Usable Security Configuration","","","","2009 (November 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/safeconfig/","http://portal.acm.org/proceedings/safeconfig/archive/"
"Conference Proceedings","Sandbox: Symposium on Video Games","","","","2006 (July 2006)","2011 (August 2011)","http://portal.acm.org/proceedings/sandbox/","http://portal.acm.org/proceedings/sandbox/archive/"
"Conference Proceedings","SecPerU: Security, Privacy and Trust in Pervasive and Ubiquitous Computing","","","","2008 (July 2008)","2008 (July 2008)","http://portal.acm.org/proceedings/secperu/","http://portal.acm.org/proceedings/secperu/archive/"
"Conference Proceedings","SecuCode: Secure Execution of Untrusted Code","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/secucode/","http://portal.acm.org/proceedings/secucode/archive/"
"Conference Proceedings","SecureComm: Security and Privacy in Communication Netowrks","","","","2008 (September 2008)","2008 (September 2008)","http://portal.acm.org/proceedings/securecomm/","http://portal.acm.org/proceedings/securecomm/archive/"
"Conference Proceedings","SenSys: Embedded Networked Sensor Systems","","","","2003 (November 2003)","2013 (November 2013)","http://portal.acm.org/proceedings/sensys/","http://portal.acm.org/proceedings/sensys/archive/"
"Conference Proceedings","SensorKDD: Knowledge Discovery from Sensor Data","","","","2009 (June 2009)","2012 (August 2012)","http://portal.acm.org/proceedings/sensorkdd/","http://portal.acm.org/proceedings/sensorkdd/archive/"
"Conference Proceedings","SoCC: Cloud Computing","","","","2010 (June 2010)","2012 (October 2012)","http://portal.acm.org/proceedings/socc/","http://portal.acm.org/proceedings/socc/archive/"
"Conference Proceedings","SoCG: Computational Geometry","","","","1985 (June 1985)","2013 (June 2013)","http://portal.acm.org/proceedings/socg/","http://portal.acm.org/proceedings/socg/archive/"
"Conference Proceedings","SoD: Science of Design","","","","2007 (March 2007)","2007 (March 2007)","http://portal.acm.org/proceedings/sod/","http://portal.acm.org/proceedings/sod/archive/"
"Conference Proceedings","SoICT: Information and Communication Technology","","","","2010 (August 2010)","2013 (December 2013)","http://portal.acm.org/proceedings/soict/","http://portal.acm.org/proceedings/soict/archive/"
"Conference Proceedings","SoSEA: Social Software Engineering Applications","","","","2009 (August 2009)","2009 (August 2009)","http://portal.acm.org/proceedings/sosea/","http://portal.acm.org/proceedings/sosea/archive/"
"Conference Proceedings","SocialNets: Social Network Systems","","","","2008 (April 2008)","2009 (March 2009)","http://portal.acm.org/proceedings/socialnets/","http://portal.acm.org/proceedings/socialnets/archive/"
"Conference Proceedings","SoftVis: Software Visualization","","","","2003 (June 2003)","2010 (October 2010)","http://portal.acm.org/proceedings/softvis/","http://portal.acm.org/proceedings/softvis/archive/"
"Conference Proceedings","SpringSim: Spring Simulation Multiconference","","","","2007 (March 2007)","2013 (April 2013)","http://portal.acm.org/proceedings/springsim/","http://portal.acm.org/proceedings/springsim/archive/"
"Conference Proceedings","StReBio: Statistical and Relational Learning in Bioinformatics","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/strebio/","http://portal.acm.org/proceedings/strebio/archive/"
"Conference Proceedings","StorageSS: Storage Security and Survivability","","","","2005 (November 2005)","2008 (October 2008)","http://portal.acm.org/proceedings/storagess/","http://portal.acm.org/proceedings/storagess/archive/"
"Conference Proceedings","StreamKDD: Novel Data Stream Pattern Mining Techniques","","","","2010 (July 2010)","2010 (July 2010)","http://portal.acm.org/proceedings/streamkdd/","http://portal.acm.org/proceedings/streamkdd/archive/"
"Conference Proceedings","TAMODIA: Task Models and Diagrams","","","","2004 (November 2004)","2005 (September 2005)","http://portal.acm.org/proceedings/tamodia/","http://portal.acm.org/proceedings/tamodia/archive/"
"Conference Proceedings","TAPAS: Technology and Policy for Accessing Spectrum","","","","2006 (August 2006)","2006 (August 2006)","http://portal.acm.org/proceedings/tapas/","http://portal.acm.org/proceedings/tapas/archive/"
"Conference Proceedings","TAPIA: Diversity in Computing","","","","2003 (October 2003)","2009 (April 2009)","http://portal.acm.org/proceedings/tapia/","http://portal.acm.org/proceedings/tapia/archive/"
"Conference Proceedings","TAPP: Theory and Practice of Provenance","","","","2010 (February 2010)","2013 (April 2013)","http://portal.acm.org/proceedings/tapp/","http://portal.acm.org/proceedings/tapp/archive/"
"Conference Proceedings","TARK: Theoretical Aspects of Rationality and Knowledge","","","","1986 (March 1986)","2009 (July 2009)","http://portal.acm.org/proceedings/tark/","http://portal.acm.org/proceedings/tark/archive/"
"Conference Proceedings","TAU: Timing Iissues in the Specification and Synthesis of Digital Systems","","","","2002 (December 2002)","2002 (December 2002)","http://portal.acm.org/proceedings/tau/","http://portal.acm.org/proceedings/tau/archive/"
"Conference Proceedings","TAV: Testing, Analysis and Verification","","","","1989 (November 1989)","2008 (July 2008)","http://portal.acm.org/proceedings/tav/","http://portal.acm.org/proceedings/tav/archive/"
"Conference Proceedings","TEFSE: Traceability in Emerging Forms of Software Engineering","","","","2005 (November 2005)","2011 (May 2011)","http://portal.acm.org/proceedings/tefse/","http://portal.acm.org/proceedings/tefse/archive/"
"Conference Proceedings","TEI: Tangible and Embedded Interaction","","","","2007 (February 2007)","2013 (February 2013)","http://portal.acm.org/proceedings/tei/","http://portal.acm.org/proceedings/tei/archive/"
"Conference Proceedings","TG: TeraGrid","","","","2010 (August 2010)","2011 (July 2011)","http://portal.acm.org/proceedings/tg/","http://portal.acm.org/proceedings/tg/archive/"
"Conference Proceedings","TINLAP: Theoretical Issues in Natural Language Processing","","","","1975 (June 1975)","1975 (June 1975)","http://portal.acm.org/proceedings/tinlap/","http://portal.acm.org/proceedings/tinlap/archive/"
"Conference Proceedings","TLDI: Types in Language Design and Implentation","","","","2003 (January 2003)","2012 (January 2012)","http://portal.acm.org/proceedings/tldi/","http://portal.acm.org/proceedings/tldi/archive/"
"Conference Proceedings","TMBIO: Text Mining in Bioinformatics","","","","2006 (November 2006)","2006 (November 2006)","http://portal.acm.org/proceedings/tmbio/","http://portal.acm.org/proceedings/tmbio/archive/"
"Conference Proceedings","TMR: Tagging, Mining and Retrieval","","","","2007 (November 2007)","2007 (November 2007)","http://portal.acm.org/proceedings/tmr/","http://portal.acm.org/proceedings/tmr/archive/"
"Conference Proceedings","TRI-Ada: TRI-Ada","","","","1989 (January 1989)","1997 (November 1997)","http://portal.acm.org/proceedings/tri-ada/","http://portal.acm.org/proceedings/tri-ada/archive/"
"Conference Proceedings","TSA: Topic-Sentiment Analysis for Mass Opinion","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/tsa/","http://portal.acm.org/proceedings/tsa/archive/"
"Conference Proceedings","TT: Software Technology Transfer in Software Engineering","","","","2006 (May 2006)","2006 (May 2006)","http://portal.acm.org/proceedings/tt/","http://portal.acm.org/proceedings/tt/archive/"
"Conference Proceedings","TVS: TRECVid Video Summarization","","","","2007 (September 2007)","2008 (October 2008)","http://portal.acm.org/proceedings/tvs/","http://portal.acm.org/proceedings/tvs/archive/"
"Conference Proceedings","TridentCom: Testbeds and Research Infrastructures for the Development of Networks & Communities","","","","2008 (March 2008)","2008 (March 2008)","http://portal.acm.org/proceedings/tridentcom/","http://portal.acm.org/proceedings/tridentcom/archive/"
"Conference Proceedings","U-NET: User-Provided Networking","","","","2009 (December 2009)","2009 (December 2009)","http://portal.acm.org/proceedings/u-net/","http://portal.acm.org/proceedings/u-net/archive/"
"Conference Proceedings","U: Knowledge Discovery from Uncertain Data","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/u/","http://portal.acm.org/proceedings/u/archive/"
"Conference Proceedings","UBDM: Utility-Based Data Mining","","","","2005 (August 2005)","2005 (August 2005)","http://portal.acm.org/proceedings/ubdm/","http://portal.acm.org/proceedings/ubdm/archive/"
"Conference Proceedings","UCHPC-MAW: UnConventional High Performance Computing Workshop plus Memory Access Workshop","","","","2009 (May 2009)","2009 (May 2009)","http://portal.acm.org/proceedings/uchpc-maw/","http://portal.acm.org/proceedings/uchpc-maw/archive/"
"Conference Proceedings","UCVP: Use of Context in Vision Processing","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/ucvp/","http://portal.acm.org/proceedings/ucvp/archive/"
"Conference Proceedings","UIST: User Interface Software and Technology","","","","1988 (January 1988)","2013 (October 2013)","http://portal.acm.org/proceedings/uist/","http://portal.acm.org/proceedings/uist/archive/"
"Conference Proceedings","ULSSIS: Ultra-Large-Scale Software-Intensive Systems","","","","2008 (May 2008)","2008 (May 2008)","http://portal.acm.org/proceedings/ulssis/","http://portal.acm.org/proceedings/ulssis/archive/"
"Conference Proceedings","UML: Unified Modeling Language","","","","1999 (October 1999)","2000 (October 2000)","http://portal.acm.org/proceedings/uml/","http://portal.acm.org/proceedings/uml/archive/"
"Conference Proceedings","UODIGS: User-Oriented Design of Interactive Graphics Systems","","","","1977 (October 1976)","1977 (October 1976)","http://portal.acm.org/proceedings/uodigs/","http://portal.acm.org/proceedings/uodigs/archive/"
"Conference Proceedings","UP: Useful Patterns","","","","2010 (July 2010)","2010 (July 2010)","http://portal.acm.org/proceedings/up/","http://portal.acm.org/proceedings/up/archive/"
"Conference Proceedings","UPGRADE: Use of P2P, GRID and Agents for the Development of Content Networks","","","","2007 (June 2007)","2009 (June 2009)","http://portal.acm.org/proceedings/upgrade/","http://portal.acm.org/proceedings/upgrade/archive/"
"Conference Proceedings","UXTV: Designing Interactive User Experiences for TV and Video","","","","2008 (October 2008)","2008 (October 2008)","http://portal.acm.org/proceedings/uxtv/","http://portal.acm.org/proceedings/uxtv/archive/"
"Conference Proceedings","UbiComp: Ubiquitous Computing","","","","2002 (September 2002)","2013 (September 2013)","http://portal.acm.org/proceedings/ubicomp/","http://portal.acm.org/proceedings/ubicomp/archive/"
"Conference Proceedings","UbiMob: Mobility and Ubiquity Computing","","","","2004 (June 2004)","2009 (July 2009)","http://portal.acm.org/proceedings/ubimob/","http://portal.acm.org/proceedings/ubimob/archive/"
"Conference Proceedings","UltraVis: Ultrascale Visualization","","","","2009 (November 2009)","2013 (November 2013)","http://portal.acm.org/proceedings/ultravis/","http://portal.acm.org/proceedings/ultravis/archive/"
"Conference Proceedings","VAKD: Visual Analytics and Knowledge Discovery","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/vakd/","http://portal.acm.org/proceedings/vakd/archive/"
"Conference Proceedings","VANET: VehiculAr InterNETworking","","","","2004 (October 2004)","2013 (June 2013)","http://portal.acm.org/proceedings/vanet/","http://portal.acm.org/proceedings/vanet/archive/"
"Conference Proceedings","VAST: Visual Analytics Science and Technology","","","","2001 (November 2001)","2009 (September 2009)","http://portal.acm.org/proceedings/vast/","http://portal.acm.org/proceedings/vast/archive/"
"Conference Proceedings","VDTS: Virtualization Technology for Dependable Systems","","","","2009 (March 2009)","2009 (March 2009)","http://portal.acm.org/proceedings/vdts/","http://portal.acm.org/proceedings/vdts/archive/"
"Conference Proceedings","VEE: Virtual Execution Environments","","","","2005 (June 2005)","2013 (March 2013)","http://portal.acm.org/proceedings/vee/","http://portal.acm.org/proceedings/vee/archive/"
"Conference Proceedings","VG: Volume Graphics","","","","2003 (July 2003)","2005 (June 2005)","http://portal.acm.org/proceedings/vg/","http://portal.acm.org/proceedings/vg/archive/"
"Conference Proceedings","VIS: Visualization","","","","1990 (October 1990)","2004 (October 2004)","http://portal.acm.org/proceedings/vis/","http://portal.acm.org/proceedings/vis/archive/"
"Conference Proceedings","VISA: Virtualized Infrastructure Systems and Architectures","","","","2009 (August 2009)","2010 (September 2010)","http://portal.acm.org/proceedings/visa/","http://portal.acm.org/proceedings/visa/archive/"
"Conference Proceedings","VISSYM: Symposium on Data Visualisation","","","","2003 (May 2003)","2004 (May 2004)","http://portal.acm.org/proceedings/vissym/","http://portal.acm.org/proceedings/vissym/archive/"
"Conference Proceedings","VLDB: Very Large Data Bases","","","","1975 (September 1975)","2007 (September 2007)","http://portal.acm.org/proceedings/vldb/","http://portal.acm.org/proceedings/vldb/archive/"
"Conference Proceedings","VLS-MCMR: Very-Large-Scale Multimedia Corpus, Mining and Retrieval","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/vls-mcmr/","http://portal.acm.org/proceedings/vls-mcmr/archive/"
"Conference Proceedings","VMIL: Virtual Machines and Intermediate Languages","","","","2007 (March 2007)","2012 (October 2012)","http://portal.acm.org/proceedings/vmil/","http://portal.acm.org/proceedings/vmil/archive/"
"Conference Proceedings","VMSec: Virtual Machine Security","","","","2008 (October 2008)","2009 (November 2009)","http://portal.acm.org/proceedings/vmsec/","http://portal.acm.org/proceedings/vmsec/archive/"
"Conference Proceedings","VNBA: Vision Networks for Behaviour Analysis","","","","2008 (October 2008)","2008 (October 2008)","http://portal.acm.org/proceedings/vnba/","http://portal.acm.org/proceedings/vnba/archive/"
"Conference Proceedings","VRCAI: Virtual Reality Continuum and its Applications in Industry","","","","2004 (June 2004)","2013 (November 2013)","http://portal.acm.org/proceedings/vrcai/","http://portal.acm.org/proceedings/vrcai/archive/"
"Conference Proceedings","VRML: Virtual Reality Modeling Language","","","","1995 (January 1995)","2000 (February 2000)","http://portal.acm.org/proceedings/vrml/","http://portal.acm.org/proceedings/vrml/archive/"
"Conference Proceedings","VRST: Virtual Reality Software and Technology","","","","1997 (September 1997)","2013 (October 2013)","http://portal.acm.org/proceedings/vrst/","http://portal.acm.org/proceedings/vrst/archive/"
"Conference Proceedings","VSSN: Video Surveillance and Sensor Networks","","","","2004 (October 2004)","2006 (October 2006)","http://portal.acm.org/proceedings/vssn/","http://portal.acm.org/proceedings/vssn/archive/"
"Conference Proceedings","VTDC: Virtualization Technology in Distributed Computing","","","","2006 (November 2006)","2013 (June 2013)","http://portal.acm.org/proceedings/vtdc/","http://portal.acm.org/proceedings/vtdc/archive/"
"Conference Proceedings","VVS: Symposium on Volume Visualization","","","","1989 (May 1989)","2002 (October 2002)","http://portal.acm.org/proceedings/vvs/","http://portal.acm.org/proceedings/vvs/archive/"
"Conference Proceedings","ValueTools: Performance Evaluation Methodologies and Tools","","","","2007 (October 2007)","2007 (October 2007)","http://portal.acm.org/proceedings/valuetools/","http://portal.acm.org/proceedings/valuetools/archive/"
"Conference Proceedings","Valuetools: Performance Evaluation Methodologies and Tools","","","","2006 (October 2006)","2011 (May 2011)","http://portal.acm.org/proceedings/valuetools/","http://portal.acm.org/proceedings/valuetools/archive/"
"Conference Proceedings","VizSEC: Visualization for Computer Security","","","","2004 (October 2004)","2006 (November 2006)","http://portal.acm.org/proceedings/vizsec/","http://portal.acm.org/proceedings/vizsec/archive/"
"Conference Proceedings","VizSec: Visualization for Cyber Security","","","","2010 (September 2010)","2013 (October 2013)","http://portal.acm.org/proceedings/vizsec/","http://portal.acm.org/proceedings/vizsec/archive/"
"Conference Proceedings","WA: Web Accessibility","","","","2004 (May 2004)","2013 (May 2013)","http://portal.acm.org/proceedings/wa/","http://portal.acm.org/proceedings/wa/archive/"
"Conference Proceedings","WACC: Work Activities Coordination and Collaboration","","","","1999 (March 1999)","1999 (March 1999)","http://portal.acm.org/proceedings/wacc/","http://portal.acm.org/proceedings/wacc/archive/"
"Conference Proceedings","WADAS: Washington Ada symposium on Ada","","","","1984 (March 1984)","1994 (July 1994)","http://portal.acm.org/proceedings/wadas/","http://portal.acm.org/proceedings/wadas/archive/"
"Conference Proceedings","WADS: Workshop on Architecting Dependable Systems","","","","2005 (May 2005)","2005 (May 2005)","http://portal.acm.org/proceedings/wads/","http://portal.acm.org/proceedings/wads/archive/"
"Conference Proceedings","WBIA: Workshop on Binary Instrumentation and Applications","","","","2009 (December 2009)","2009 (December 2009)","http://portal.acm.org/proceedings/wbia/","http://portal.acm.org/proceedings/wbia/archive/"
"Conference Proceedings","WBMA: Biometrics Methods and Applications","","","","2003 (November 2003)","2003 (November 2003)","http://portal.acm.org/proceedings/wbma/","http://portal.acm.org/proceedings/wbma/archive/"
"Conference Proceedings","WCAE: Computer Architecture Education","","","","1995 (January 1995)","2007 (June 2007)","http://portal.acm.org/proceedings/wcae/","http://portal.acm.org/proceedings/wcae/archive/"
"Conference Proceedings","WCCCE: Computing Education","","","","2009 (May 2009)","2012 (May 2012)","http://portal.acm.org/proceedings/wccce/","http://portal.acm.org/proceedings/wccce/archive/"
"Conference Proceedings","WCFLP: Workshop on Curry and Functional Logic Programming","","","","2005 (September 2005)","2005 (September 2005)","http://portal.acm.org/proceedings/wcflp/","http://portal.acm.org/proceedings/wcflp/archive/"
"Conference Proceedings","WDTN: Delay-Tolerant Networking","","","","2005 (August 2005)","2005 (August 2005)","http://portal.acm.org/proceedings/wdtn/","http://portal.acm.org/proceedings/wdtn/archive/"
"Conference Proceedings","WEASELTech: Empirical Assessment of Software Engineering Languages and Technologies","","","","2007 (November 2007)","2007 (November 2007)","http://portal.acm.org/proceedings/weaseltech/","http://portal.acm.org/proceedings/weaseltech/archive/"
"Conference Proceedings","WEH: Exception Handling","","","","2008 (November 2008)","2008 (November 2008)","http://portal.acm.org/proceedings/weh/","http://portal.acm.org/proceedings/weh/archive/"
"Conference Proceedings","WESS: Workshop on Embedded Systems Security","","","","2009 (October 2009)","2013 (September 2013)","http://portal.acm.org/proceedings/wess/","http://portal.acm.org/proceedings/wess/archive/"
"Conference Proceedings","WETSoM: Workshop on Emerging Trends in Software Metrics","","","","2010 (May 2010)","2011 (May 2011)","http://portal.acm.org/proceedings/wetsom/","http://portal.acm.org/proceedings/wetsom/archive/"
"Conference Proceedings","WEUSE: Workshop on End-User Software Engineering","","","","2005 (May 2005)","2008 (May 2008)","http://portal.acm.org/proceedings/weuse/","http://portal.acm.org/proceedings/weuse/archive/"
"Conference Proceedings","WEWST: Workshop on Enhanced Web Service Technologies","","","","2009 (November 2009)","2011 (September 2011)","http://portal.acm.org/proceedings/wewst/","http://portal.acm.org/proceedings/wewst/archive/"
"Conference Proceedings","WGP: Workshop on Generic Programming","","","","2006 (September 2006)","2013 (September 2013)","http://portal.acm.org/proceedings/wgp/","http://portal.acm.org/proceedings/wgp/archive/"
"Conference Proceedings","WH: Wireless Health","","","","2010 (October 2010)","2012 (October 2012)","http://portal.acm.org/proceedings/wh/","http://portal.acm.org/proceedings/wh/archive/"
"Conference Proceedings","WHPCF: High Performance Computational Finance","","","","2009 (November 2009)","2013 (November 2013)","http://portal.acm.org/proceedings/whpcf/","http://portal.acm.org/proceedings/whpcf/archive/"
"Conference Proceedings","WI-IATW: Web Intelligence and Intelligent Agent Technology","","","","2006 (December 2006)","2012 (December 2012)","http://portal.acm.org/proceedings/wi-iatw/","http://portal.acm.org/proceedings/wi-iatw/archive/"
